"x"
1,72
1,81
1,77
1,7
1,71
1,66
1,7
1,73
1,68
1,64
1,72
1,74
1,78
1,66
1,65
1,8
1,64
1,7
1,67
1,73
1,65
1,71
1,75
1,68
1,69
1,73
1,68
1,68
1,81
1,71
1,83
1,75
1,61
1,81
1,73
1,83
1,75
1,72
1,68
1,7
1,58
1,65
1,72
1,79
1,77
1,76
1,91
1,75
1,77
1,71
1,69
1,75
1,83
1,57
1,6
1,58
1,74
1,62
1,72
1,68
1,72
1,8
1,71
1,7
1,74
1,72
1,74
1,72
1,74
1,7
1,63
1,69
1,73
1,66
1,82
1,8
1,79
1,69
1,67
1,82
1,59
1,78
1,74
1,68
1,62
1,8
1,58
1,67
1,72
1,71
1,69
1,71
1,62
1,73
1,73
1,74
1,62
1,75
1,7
1,73
1,68
1,69
1,84
1,75
1,73
1,7
1,75
1,7
1,75
1,74
1,72
1,74
1,83
1,68
1,7
1,74
1,67
1,69
1,58
1,69
1,74
1,7
1,7
1,78
1,64
1,77
1,57
1,78
1,66
1,68
1,71
1,77
1,73
1,77
1,69
1,71
1,67
1,74
1,7
1,77
1,69
1,75
1,83
1,7
1,68
1,79
1,62
1,64
1,72
1,79
1,88
1,62
1,8
1,77
1,68
1,7
1,83
1,65
1,75
1,78
1,72
1,69
1,62
1,66
1,72
1,74
1,78
1,62
1,74
1,79
1,7
1,5
1,74
1,81
1,72
1,64
1,75
1,62
1,68
1,79
1,69
1,71
1,67
1,72
1,82
1,68
1,73
1,7
1,9
1,77
1,69
1,53
1,56
1,73
1,59
1,85
1,79
1,74
1,76
1,84
1,7
1,73
1,78
1,7
1,67
1,58
1,7
1,66
1,61
1,62
1,67
1,66
1,66
1,6
1,77
1,73
1,6
1,8
1,79
1,63
1,61
1,65
1,61
1,77
1,64
1,76
1,77
1,78
1,8
1,79
1,71
1,64
1,58
1,66
1,68
1,82
1,78
1,66
1,8
1,74
1,85
1,72
1,64
1,72
1,73
1,54
1,8
1,74
1,71
1,72
1,77
1,66
1,69
1,71
1,68
1,69
1,78
1,69
1,69
1,69
1,62
1,64
1,64
1,77
1,7
1,73
1,69
1,67
1,78
1,73
1,61
1,77
1,68
1,61
1,77
1,78
1,72
1,7
1,69
1,65
1,62
1,72
1,78
1,79
1,74
1,7
1,73
1,76
1,74
1,76
1,64
1,49
1,67
1,59
1,61
1,62
1,71
1,63
1,77
1,7
1,63
1,78
1,7
1,75
1,85
1,8
1,8
1,66
1,68
1,71
1,68
1,71
1,7
1,55
1,67
1,77
1,6
1,78
1,65
1,65
1,62
1,63
1,67
1,77
1,66
1,75
1,68
1,71
1,75
1,78
1,69
1,78
1,66
1,74
1,83
1,81
1,68
1,71
1,75
1,62
1,7
1,67
1,74
1,7
1,73
1,72
1,57
1,78
1,65
1,58
1,64
1,69
1,73
1,8
1,72
1,78
1,76
1,63
1,7
1,78
1,74
1,82
1,72
1,71
1,75
1,82
1,78
1,69
1,63
1,81
1,77
1,63
1,68
1,75
1,63
1,74
1,81
1,95
1,71
1,67
1,6
1,77
1,74
1,74
1,74
1,79
1,82
1,75
1,71
1,84
1,76
1,8
1,68
1,76
1,67
1,65
1,84
1,64
1,74
1,63
1,8
1,82
1,67
1,83
1,84
1,65
1,6
1,67
1,66
1,52
1,61
1,71
1,85
1,79
1,71
1,74
1,75
1,76
1,74
1,54
1,59
1,73
1,64
1,74
1,68
1,76
1,75
1,67
1,64
1,68
1,77
1,77
1,73
1,64
1,63
1,79
1,66
1,69
1,74
1,7
1,66
1,83
1,67
1,62
1,67
1,63
1,64
1,71
1,78
1,6
1,82
1,73
1,7
1,72
1,61
1,72
1,77
1,71
1,8
1,71
1,76
1,69
1,77
1,66
1,64
1,63
1,74
1,81
1,77
1,61
1,68
1,8
1,69
1,64
1,81
1,77
1,67
1,66
1,67
1,67
1,69
1,61
1,66
1,77
1,79
1,73
1,74
1,82
1,62
1,66
1,58
1,73
1,61
1,82
1,74
1,71
1,71
1,8
1,85
1,75
1,68
1,7
1,7
1,73
1,73
1,76
1,68
1,78
1,71
1,77
1,75
1,6
1,87
1,65
1,74
1,58
1,71
1,63
1,73
1,71
1,83
1,68
1,84
1,62
1,85
1,8
1,64
1,52
1,65
1,77
1,68
1,75
1,75
1,68
1,66
1,78
1,68
1,68
1,64
1,76
1,77
1,65
1,67
1,66
1,76
1,67
1,68
1,71
1,63
1,76
1,78
1,79
1,6
1,71
1,76
1,69
1,73
1,6
1,63
1,68
1,75
1,64
1,59
1,78
1,77
1,77
1,58
1,63
1,72
1,71
1,81
1,76
1,78
1,66
1,69
1,65
1,72
1,75
1,72
1,7
1,63
1,71
1,69
1,6
1,68
1,69
1,72
1,83
1,72
1,77
1,62
1,86
1,72
1,75
1,74
1,79
1,84
1,6
1,64
1,75
1,72
1,67
1,79
1,62
1,77
1,71
1,6
1,78
1,61
1,7
1,67
1,65
1,79
1,7
1,79
1,73
1,72
1,64
1,71
1,77
1,63
1,69
1,74
1,76
1,64
1,72
1,76
1,68
1,73
1,8
1,72
1,74
1,7
1,67
1,75
1,69
1,64
1,71
1,7
1,64
1,72
1,69
1,58
1,75
1,7
1,74
1,69
1,67
1,68
1,79
1,61
1,77
1,75
1,67
1,64
1,73
1,62
1,72
1,62
1,74
1,79
1,77
1,79
1,63
1,56
1,68
1,77
1,75
1,74
1,72
1,81
1,6
1,68
1,79
1,62
1,69
1,76
1,67
1,66
1,81
1,71
1,73
1,62
1,7
1,67
1,79
1,72
1,67
1,65
1,72
1,76
1,63
1,78
1,56
1,66
1,69
1,69
1,69
1,8
1,83
1,78
1,7
1,73
1,68
1,67
1,88
1,82
1,62
1,64
1,74
1,69
1,68
1,84
1,68
1,86
1,74
1,75
1,71
1,66
1,56
1,65
1,72
1,73
1,64
1,67
1,58
1,7
1,63
1,7
1,63
1,75
1,73
1,79
1,78
1,76
1,74
1,82
1,73
1,7
1,69
1,66
1,75
1,48
1,66
1,63
1,67
1,84
1,76
1,74
1,7
1,74
1,68
1,66
1,67
1,69
1,68
1,83
1,84
1,66
1,7
1,64
1,71
1,68
1,75
1,52
1,7
1,77
1,67
1,78
1,68
1,69
1,79
1,82
1,74
1,66
1,7
1,67
1,62
1,74
1,69
1,73
1,63
1,78
1,68
1,59
1,78
1,68
1,81
1,76
1,59
1,71
1,66
1,68
1,68
1,62
1,68
1,79
1,52
1,64
1,77
1,77
1,71
1,74
1,79
1,67
1,66
1,6
1,7
1,82
1,83
1,71
1,84
1,68
1,71
1,77
1,61
1,67
1,76
1,72
1,64
1,62
1,72
1,71
1,7
1,81
1,76
1,81
1,69
1,67
1,62
1,74
1,7
1,71
1,74
1,78
1,6
1,73
1,79
1,64
1,64
1,76
1,61
1,58
1,75
1,69
1,69
1,76
1,55
1,67
1,74
1,65
1,6
1,57
1,67
1,67
1,66
1,72
1,87
1,76
1,71
1,67
1,76
1,74
1,66
1,8
